Job Title,Job Category,Company,Salary,Skills Required
Business Analyst,Business Analysis,IBM,14 LPA,"Excel, SQL, Tableau, Requirement Gathering"
Database Administrator,Database Management,Google,20 LPA,"Database Design, SQL, Oracle, Performance Tuning, Backup and Recovery"
Data Analyst,Data Science,Amazon,20 LPA,"Python, Statistics, Data Visualization, Excel, PySpark"
AI Engineer,Artificial Intelligence,Accenture,35 LPA,"Deep Learning, Python, TensorFlow, NLP"
Backend Developer,Web Development,Cisco,18 LPA,"Flask, Git, Django, APIs, SQL, Python, Next.js"
Cloud Engineer,Cloud Computing,Cisco,32 LPA,"Cloud Security, Kubernetes, Linux, Docker"
AI Engineer,Artificial Intelligence,IBM,35 LPA,"Deep Learning, Computer Vision, Python, TensorFlow, NLP"
Security Analyst,Cybersecurity,Infosys,26 LPA,"Python, Ethical Hacking, Incident Response, Firewall Management, Network Security"
Digital Marketing Specialist,Digital Marketing,Google,12 LPA,"SEO, SEM, Google Analytics, Email Marketing, Social Media Marketing"
Frontend Developer,Web Development,Amazon,12 LPA,"JavaScript, HTML, Git, React"
Backend Developer,Web Development,Accenture,12 LPA,"APIs, Flask, Python, SQL, Django, Git, Next.js"
Business Analyst,Business Analysis,Infosys,14 LPA,"Excel, Business Analysis, SQL, Requirement Gathering"
Senior Data Scientist,Data Science,Accenture,20 LPA,"Data Analysis, Pandas, TensorFlow, SQL, Machine Learning, Statistics, Python, PySpark"
Business Analyst,Business Analysis,TCS,16 LPA,"Requirement Gathering, Business Analysis, Tableau, Power BI"
DevOps Engineer,DevOps,Microsoft,24 LPA,"AWS, Linux, Docker, CI/CD, Kubernetes, Ansible"
Data Analyst,Data Science,IBM,25 LPA,"Python, SQL, Data Visualization, Excel, PySpark"
Digital Marketing Specialist,Digital Marketing,TCS,10 LPA,"Email Marketing, Google Analytics, Content Marketing, SEO"
Backend Developer,Web Development,Deloitte,15 LPA,"Flask, Python, APIs, Django, Git, SQL"
Java Developer,Software Engineering,Amazon,20 LPA,"SQL, Spring Boot, Maven, Java, Data Structures, Hibernate"
Backend Developer,Web Development,Accenture,18 LPA,"Git, SQL, Django, APIs, Flask"
Data Analyst,Data Science,Google,20 LPA,"Excel, Statistics, Python, Tableau"
Database Administrator,Database Management,Amazon,20 LPA,"SQL, Database Design, Performance Tuning"
DevOps Engineer,DevOps,Cisco,28 LPA,"Kubernetes, Linux, Docker, CI/CD, AWS, Jenkins"
Java Developer,Software Engineering,Amazon,14 LPA,"Spring Boot, Java, Maven, Data Structures"
Java Developer,Software Engineering,Infosys,20 LPA,"Java, Data Structures, OOP Concepts, Maven, Spring Boot"
Data Analyst,Data Science,IBM,25 LPA,"Statistics, Tableau, Python, SQL, Data Visualization, Excel"
Business Analyst,Business Analysis,Accenture,14 LPA,"Tableau, Power BI, Business Analysis, SQL"
Java Developer,Software Engineering,IBM,18 LPA,"SQL, Spring Boot, OOP Concepts, Maven, Java, Data Structures"
Backend Developer,Web Development,Infosys,15 LPA,"APIs, SQL, Git, Python"
Senior Data Scientist,Data Science,Cisco,30 LPA,"Python, Statistics, SQL, Pandas, Data Analysis, Machine Learning, TensorFlow, Hadoop"
Java Developer,Software Engineering,Deloitte,18 LPA,"OOP Concepts, Spring Boot, SQL, Java"
Security Analyst,Cybersecurity,IBM,30 LPA,"Ethical Hacking, Network Security, Python, Incident Response, SIEM"
Database Administrator,Database Management,TCS,15 LPA,"Database Design, SQL, Oracle"
Cloud Engineer,Cloud Computing,Google,32 LPA,"Kubernetes, Linux, Docker, Terraform, GCP"
Digital Marketing Specialist,Digital Marketing,TCS,10 LPA,"SEO, Email Marketing, Google Analytics"
DevOps Engineer,DevOps,Capgemini,28 LPA,"Kubernetes, Docker, AWS, Linux, CI/CD"
AI Engineer,Artificial Intelligence,Microsoft,35 LPA,"NLP, Python, Deep Learning, TensorFlow"
Java Developer,Software Engineering,Deloitte,18 LPA,"Maven, Spring Boot, Data Structures, OOP Concepts, Java, SQL"
Security Analyst,Cybersecurity,Accenture,26 LPA,"Python, Incident Response, Ethical Hacking"
Data Analyst,Data Science,Deloitte,20 LPA,"Python, SQL, Data Visualization, Excel, Tableau, Statistics"
Security Analyst,Cybersecurity,Cisco,26 LPA,"Network Security, Python, Ethical Hacking"
Database Administrator,Database Management,Capgemini,20 LPA,"Database Design, SQL, Oracle, Performance Tuning, Backup and Recovery"
Cloud Engineer,Cloud Computing,Accenture,32 LPA,"Terraform, Cloud Security, Linux, Docker, AWS"
Backend Developer,Web Development,Cisco,15 LPA,"Flask, SQL, APIs, Python, Git, Next.js"
Senior Data Scientist,Data Science,Cisco,25 LPA,"Statistics, Pandas, TensorFlow, Python, SQL, Machine Learning"
Business Analyst,Business Analysis,TCS,10 LPA,"Tableau, Excel, Requirement Gathering, Business Analysis, SQL, Power BI, Agile Methodology"
Cloud Engineer,Cloud Computing,Accenture,32 LPA,"Terraform, Linux, Docker, AWS, GCP"
Senior Data Scientist,Data Science,TCS,20 LPA,"Statistics, TensorFlow, SQL, Machine Learning, Data Analysis, Python"
Frontend Developer,Web Development,Capgemini,15 LPA,"React, CSS, HTML, Responsive Design, Next.js"
Backend Developer,Web Development,Microsoft,15 LPA,"Python, Flask, SQL, APIs"
Database Administrator,Database Management,Microsoft,18 LPA,"Performance Tuning, SQL, Backup and Recovery, Oracle, Database Design"
Digital Marketing Specialist,Digital Marketing,Amazon,12 LPA,"Content Marketing, SEO, Email Marketing, Google Analytics, SEM"
AI Engineer,Artificial Intelligence,Microsoft,25 LPA,"Deep Learning, Computer Vision, Python, TensorFlow, NLP"
Java Developer,Software Engineering,IBM,14 LPA,"SQL, OOP Concepts, Data Structures, Java, Maven, Spring Boot"
Business Analyst,Business Analysis,Microsoft,16 LPA,"Power BI, Requirement Gathering, Excel, Tableau"
DevOps Engineer,DevOps,Microsoft,24 LPA,"Docker, CI/CD, Kubernetes, Linux, AWS, Ansible"
Data Analyst,Data Science,Deloitte,30 LPA,"Excel, Data Visualization, Python, Statistics, Tableau, SQL"
Frontend Developer,Web Development,Meta,18 LPA,"Git, Responsive Design, CSS, React, HTML, JavaScript, Next.js"
Security Analyst,Cybersecurity,Capgemini,30 LPA,"Incident Response, Ethical Hacking, Python"
Business Analyst,Business Analysis,Amazon,14 LPA,"Tableau, Power BI, SQL, Business Analysis, Requirement Gathering"
Backend Developer,Web Development,Capgemini,12 LPA,"Flask, APIs, Git, SQL, Django, Python"
AI Engineer,Artificial Intelligence,Cisco,30 LPA,"NLP, Python, Computer Vision, TensorFlow, PyTorch"
Cloud Engineer,Cloud Computing,Amazon,32 LPA,"Linux, AWS, Cloud Security, Docker, Kubernetes, Azure"
Cloud Engineer,Cloud Computing,Deloitte,32 LPA,"AWS, Kubernetes, Docker, Terraform, Linux"
Backend Developer,Web Development,Cisco,12 LPA,"Python, Django, SQL, APIs, Git"
DevOps Engineer,DevOps,Infosys,32 LPA,"Docker, AWS, CI/CD, Linux, Jenkins"
Java Developer,Software Engineering,Infosys,18 LPA,"Java, SQL, Spring Boot, Maven, Data Structures"
Senior Data Scientist,Data Science,Amazon,20 LPA,"Statistics, Machine Learning, SQL, Pandas, Data Analysis, Python"
DevOps Engineer,DevOps,Cisco,32 LPA,"Kubernetes, AWS, Docker, Jenkins, CI/CD, Ansible"
Database Administrator,Database Management,Amazon,18 LPA,"Backup and Recovery, SQL, Performance Tuning, Database Design, Oracle"
Cloud Engineer,Cloud Computing,Microsoft,32 LPA,"Docker, Linux, Cloud Security, Kubernetes, AWS, Terraform"
Senior Data Scientist,Data Science,Cisco,20 LPA,"Data Analysis, SQL, Pandas, Statistics, Python, TensorFlow, Machine Learning"
Cloud Engineer,Cloud Computing,Infosys,28 LPA,"Kubernetes, Cloud Security, Terraform, Docker"
Backend Developer,Web Development,IBM,15 LPA,"Django, Python, APIs, SQL, Next.js"
Java Developer,Software Engineering,Meta,18 LPA,"Java, SQL, Maven, Data Structures, Spring Boot, OOP Concepts"
Data Analyst,Data Science,IBM,25 LPA,"Tableau, Statistics, SQL, Data Visualization, Hadoop"
Java Developer,Software Engineering,Infosys,20 LPA,"Data Structures, Spring Boot, Maven, SQL"
Senior Data Scientist,Data Science,Amazon,30 LPA,"Python, Statistics, Pandas, SQL, TensorFlow, Data Analysis"
AI Engineer,Artificial Intelligence,Deloitte,35 LPA,"TensorFlow, Computer Vision, Deep Learning, NLP"
Backend Developer,Web Development,Microsoft,12 LPA,"Git, APIs, Flask, SQL, Django, Next.js"
Database Administrator,Database Management,Meta,15 LPA,"Backup and Recovery, Database Design, Performance Tuning"
Digital Marketing Specialist,Digital Marketing,Infosys,10 LPA,"SEO, Email Marketing, Google Analytics, Social Media Marketing"
Cloud Engineer,Cloud Computing,Infosys,32 LPA,"AWS, Cloud Security, Docker, Kubernetes, Linux"
Digital Marketing Specialist,Digital Marketing,Cisco,12 LPA,"Google Analytics, SEO, Content Marketing, SEM, Email Marketing"
Java Developer,Software Engineering,TCS,20 LPA,"OOP Concepts, Data Structures, Spring Boot, SQL, Java, Maven"
Backend Developer,Web Development,Microsoft,15 LPA,"Python, Flask, Git, SQL"
Business Analyst,Business Analysis,TCS,10 LPA,"SQL, Requirement Gathering, Tableau, Business Analysis, Power BI, Excel"
Java Developer,Software Engineering,Cisco,20 LPA,"SQL, Spring Boot, Java, OOP Concepts"
Database Administrator,Database Management,Microsoft,15 LPA,"SQL, Oracle, Database Design, PostgreSQL"
Frontend Developer,Web Development,IBM,18 LPA,"CSS, React, Responsive Design, JavaScript"
Security Analyst,Cybersecurity,TCS,22 LPA,"Firewall Management, Python, Incident Response, Ethical Hacking"
DevOps Engineer,DevOps,IBM,32 LPA,"Linux, CI/CD, Kubernetes, AWS"
Security Analyst,Cybersecurity,Accenture,26 LPA,"Incident Response, Ethical Hacking, Firewall Management, Python"
Cloud Engineer,Cloud Computing,Infosys,25 LPA,"Linux, Docker, Terraform, Cloud Security, Azure"
Java Developer,Software Engineering,Microsoft,20 LPA,"Data Structures, OOP Concepts, Maven, Spring Boot, Java"
Frontend Developer,Web Development,Infosys,18 LPA,"React, HTML, Git, CSS"
Data Analyst,Data Science,Amazon,30 LPA,"SQL, Statistics, Excel, Python"
Cloud Engineer,Cloud Computing,Amazon,25 LPA,"Terraform, AWS, Docker, Kubernetes, Linux, Cloud Security"
Cloud Engineer,Cloud Computing,Cisco,25 LPA,"AWS, Kubernetes, Linux, Cloud Security, Azure"
Digital Marketing Specialist,Digital Marketing,Capgemini,12 LPA,"Content Marketing, Email Marketing, Google Analytics"
Data Analyst,Data Science,Accenture,20 LPA,"Python, Data Visualization, SQL, Statistics, Excel, Tableau"
Frontend Developer,Web Development,Cisco,18 LPA,"Responsive Design, JavaScript, CSS, Git, React"
Backend Developer,Web Development,IBM,12 LPA,"Flask, Git, APIs, SQL"
Frontend Developer,Web Development,Cisco,18 LPA,"Git, React, CSS, HTML"
DevOps Engineer,DevOps,Meta,28 LPA,"AWS, CI/CD, Kubernetes, Docker"
Java Developer,Software Engineering,Deloitte,14 LPA,"Maven, SQL, Spring Boot, Data Structures, JUnit"
Data Analyst,Data Science,Accenture,25 LPA,"Tableau, Excel, Statistics, Python"
Database Administrator,Database Management,Accenture,15 LPA,"Backup and Recovery, Oracle, Performance Tuning, Database Design"
Backend Developer,Web Development,Meta,18 LPA,"Python, APIs, SQL, Django"
AI Engineer,Artificial Intelligence,TCS,35 LPA,"Python, Computer Vision, TensorFlow, Deep Learning, NLP"
DevOps Engineer,DevOps,Amazon,24 LPA,"Jenkins, Linux, Kubernetes, CI/CD, Ansible"
Digital Marketing Specialist,Digital Marketing,Deloitte,10 LPA,"Content Marketing, SEM, SEO, Email Marketing"
AI Engineer,Artificial Intelligence,Infosys,35 LPA,"Deep Learning, TensorFlow, Python, NLP, Computer Vision"
Database Administrator,Database Management,IBM,15 LPA,"Performance Tuning, SQL, Database Design, PostgreSQL"
Senior Data Scientist,Data Science,Cisco,25 LPA,"Data Analysis, Statistics, SQL, Python, Machine Learning, Pandas, TensorFlow"
Frontend Developer,Web Development,Accenture,15 LPA,"Git, CSS, JavaScript, HTML, Responsive Design, React"
Data Analyst,Data Science,Deloitte,25 LPA,"Excel, Python, SQL, Data Visualization, Tableau, Statistics, Hadoop"
Senior Data Scientist,Data Science,Cisco,25 LPA,"Statistics, Python, Data Analysis, TensorFlow, SQL"
Cloud Engineer,Cloud Computing,Microsoft,28 LPA,"Linux, AWS, Terraform, Cloud Security, Docker"
Frontend Developer,Web Development,Google,12 LPA,"Responsive Design, React, Git, HTML, JavaScript, Next.js"
Digital Marketing Specialist,Digital Marketing,TCS,10 LPA,"Content Marketing, Email Marketing, SEO, SEM"
Business Analyst,Business Analysis,Capgemini,10 LPA,"Power BI, Tableau, Excel, Business Analysis, Agile Methodology"
Business Analyst,Business Analysis,Deloitte,16 LPA,"Requirement Gathering, Excel, Tableau, SQL, Business Analysis, Power BI"
Backend Developer,Web Development,Accenture,18 LPA,"Git, Flask, SQL, APIs"
DevOps Engineer,DevOps,IBM,32 LPA,"Jenkins, Docker, Kubernetes, CI/CD, AWS, Linux"
Cloud Engineer,Cloud Computing,Deloitte,25 LPA,"Linux, AWS, Kubernetes, Docker, Terraform, Azure"
Security Analyst,Cybersecurity,Amazon,22 LPA,"Network Security, Firewall Management, Python, SIEM"
Security Analyst,Cybersecurity,Infosys,26 LPA,"Ethical Hacking, Python, Incident Response, Network Security, Firewall Management"
Cloud Engineer,Cloud Computing,TCS,25 LPA,"AWS, Kubernetes, Docker, Cloud Security, Linux, Terraform, GCP"
Frontend Developer,Web Development,TCS,12 LPA,"JavaScript, React, Git, HTML, CSS"
Frontend Developer,Web Development,Google,15 LPA,"HTML, Git, CSS, JavaScript"
Data Analyst,Data Science,IBM,20 LPA,"Data Visualization, Statistics, Excel, Python, SQL, PySpark"
Cloud Engineer,Cloud Computing,Infosys,25 LPA,"Linux, Terraform, Kubernetes, Docker, Cloud Security, AWS"
Digital Marketing Specialist,Digital Marketing,Deloitte,12 LPA,"Email Marketing, Content Marketing, Google Analytics"
Backend Developer,Web Development,Amazon,18 LPA,"SQL, APIs, Git, Django, Python"
DevOps Engineer,DevOps,IBM,32 LPA,"AWS, CI/CD, Kubernetes, Jenkins, Linux"
Cloud Engineer,Cloud Computing,Amazon,32 LPA,"Cloud Security, Kubernetes, AWS, Linux, Terraform"
DevOps Engineer,DevOps,Google,28 LPA,"Linux, CI/CD, Docker, Kubernetes, AWS"
Java Developer,Software Engineering,Meta,14 LPA,"SQL, Spring Boot, Java, Data Structures, Maven"
Digital Marketing Specialist,Digital Marketing,Amazon,10 LPA,"SEO, Email Marketing, Content Marketing, Google Analytics"
Security Analyst,Cybersecurity,Google,22 LPA,"Incident Response, Ethical Hacking, Firewall Management, Network Security"
Security Analyst,Cybersecurity,Cisco,22 LPA,"Ethical Hacking, Network Security, Incident Response, Python, Cryptography"
Database Administrator,Database Management,Infosys,18 LPA,"Backup and Recovery, SQL, Performance Tuning, Oracle, Database Design, PostgreSQL"
Security Analyst,Cybersecurity,Capgemini,30 LPA,"Ethical Hacking, Firewall Management, Incident Response"
Data Analyst,Data Science,Microsoft,20 LPA,"Statistics, Data Visualization, Excel, SQL"
Digital Marketing Specialist,Digital Marketing,Cisco,8 LPA,"SEM, Content Marketing, Google Analytics, SEO"
Digital Marketing Specialist,Digital Marketing,Infosys,8 LPA,"SEO, Google Analytics, Content Marketing, Social Media Marketing"
AI Engineer,Artificial Intelligence,Cisco,35 LPA,"Computer Vision, TensorFlow, Python, NLP"
Cloud Engineer,Cloud Computing,Deloitte,25 LPA,"Linux, Docker, Cloud Security, Kubernetes, Terraform, GCP"
Data Analyst,Data Science,Amazon,20 LPA,"Excel, Statistics, SQL, Data Visualization, PySpark"
Database Administrator,Database Management,Amazon,18 LPA,"Backup and Recovery, Database Design, SQL, Oracle, Performance Tuning, PostgreSQL"
Data Analyst,Data Science,Capgemini,30 LPA,"Excel, Data Visualization, Python, Tableau, Hadoop"
Database Administrator,Database Management,IBM,18 LPA,"Backup and Recovery, SQL, Performance Tuning"
Data Analyst,Data Science,Meta,20 LPA,"Excel, SQL, Statistics, Data Visualization, Tableau"
Business Analyst,Business Analysis,Deloitte,14 LPA,"Excel, Tableau, Business Analysis, Requirement Gathering, SQL"
Cloud Engineer,Cloud Computing,Accenture,25 LPA,"Docker, AWS, Cloud Security, Linux"
Database Administrator,Database Management,Accenture,15 LPA,"Oracle, Database Design, SQL, PostgreSQL"
Security Analyst,Cybersecurity,Meta,22 LPA,"Ethical Hacking, Network Security, Python"
Data Analyst,Data Science,IBM,30 LPA,"Tableau, Excel, SQL, Statistics, Python, Hadoop"
Backend Developer,Web Development,Meta,12 LPA,"Git, Python, APIs, Django, Flask, SQL, Next.js"
Frontend Developer,Web Development,IBM,12 LPA,"Git, React, JavaScript, HTML, CSS, Bootstrap"
Java Developer,Software Engineering,IBM,20 LPA,"Data Structures, Spring Boot, SQL, Java, OOP Concepts, Maven"
Java Developer,Software Engineering,TCS,14 LPA,"OOP Concepts, Maven, Java, Spring Boot"
Database Administrator,Database Management,Microsoft,15 LPA,"SQL, Performance Tuning, Oracle, Backup and Recovery, PostgreSQL"
Frontend Developer,Web Development,Deloitte,15 LPA,"HTML, CSS, Responsive Design, React, Git"
Backend Developer,Web Development,Microsoft,12 LPA,"Git, Django, SQL, Flask"
Database Administrator,Database Management,Accenture,20 LPA,"SQL, Backup and Recovery, Oracle"
Digital Marketing Specialist,Digital Marketing,Google,10 LPA,"SEO, SEM, Email Marketing"
Senior Data Scientist,Data Science,Deloitte,25 LPA,"Python, SQL, Machine Learning, TensorFlow, Data Analysis, Statistics"
AI Engineer,Artificial Intelligence,Microsoft,25 LPA,"NLP, Deep Learning, Python, TensorFlow, Computer Vision, PyTorch"
Data Analyst,Data Science,Accenture,20 LPA,"Statistics, SQL, Data Visualization, Tableau, Python, PySpark"
Digital Marketing Specialist,Digital Marketing,TCS,8 LPA,"SEO, Email Marketing, Content Marketing, Google Analytics, SEM"
Java Developer,Software Engineering,Meta,18 LPA,"OOP Concepts, Spring Boot, Data Structures, Java, JUnit"
Database Administrator,Database Management,Microsoft,20 LPA,"Database Design, SQL, Oracle, Backup and Recovery, PostgreSQL"
